article,content
A-J 124,be we south africa tie at break point over israel  war on gaza a US bill be call to reassess US South Africa relation after recent painful point such as the ICJ case against Israel the united states house of representatives be review a bill that call for a reassessment of the country  relationship with south africa amid tension between the nation
A-J 125,heckler demand netanyahu  resignation at holocaust memorial event a man heckle Israel  prime minister during a Holocaust Remembrance Day wreath lay ceremony at Yad Vashem the protester call for Benjamin Netanyahu  resignation
A-J 126,israeli soldier shoot and kill unarmed palestinian man in gaza video Advocacy group condemn heinous war crime and say Israel appear to kill Palestinians on a whim israeli soldier shoot dead unarmed palestinian man in gaza their body bury in sand and rubbish by an army bulldozer exclusive broadcast footage obtain by al jazeera have show
A-J 127,top us state department official for israel palestine affair resign Andrew Miller cite family reason but resignation be late in a string of departure from Biden administration since Israel  war on Gaza begin a senior us department of state official and expert on israeli palestinian affair have resign this week united states media report amid the month war in gaza that have kill more than palestinians
A-J 128,at least kill in israeli attack on central gaza refugee camp dozen wound in attack on Bureij Maghazi as only remain work hospital in area overflowing with patient health official say at least people have be kill in israeli ground and air attack on the bureij and maghazi refugee camp in central gaza a palestinian health official have say
A-J 129,ramaphosa we be pleased and sad over icj outcome south african President Cyril Ramaphosa say he be sadden that the ICJ order for Israel to take measure to prevent genocide in Gaza be not heed but please to see more country around the world see the correctness of the step we take
A-J 130,world central kitchen worker kill in gaza what we know Citizens from Australia the UK and Poland be among people who be kill in an israeli air strike people work with the united states base ngo world central kitchen wck have be kill in the gaza strip in what the group  founder chef say be an israeli air attack
A-J 131,gaza lose much more than a hospital when it lose al shifa the medical complex destroy by Israel be the beat heart of Gaza and a symbol of our hope for the future last month the israeli military finally withdraw from gaza  al shifa hospital after a week raid leave behind nothing but apocalyptic scene of death and destruction
A-J 132,wck aid worker killing be a message to the world weapon do not differentiate as the body of World Central Kitchen worker kill in Gaza be be repatriate a Rafah hospital director give a message to the world say it be time for government to stop arm Israel
A-J 133,palestinian life under israeli occupation an illustrated guide
A-J 134,israel  war on gaza update israel hit rafah as hamas accept truce deal israeli military say it be strike target in Rafah after Hamas announce it accept a ceasefire proposal put forward by mediator this live page be now close you can continue to follow our coverage of the war in gaza here
